Date,Product,Category,Region,Units,Revenue
2024-10-28,Jacket,Fashion,South,8,9088
2023-11-23,Desk Lamp,Home,South,8,4056
2023-11-22,Desk Lamp,Home,West,9,7785
2024-10-30,Jacket,Fashion,West,4,1768
2023-09-24,Desk Lamp,Home,East,3,1860
2023-03-31,Sunglasses,Accessories,East,4,1676
2024-12-02,Watch,Accessories,South,2,594
2023-06-23,Smartphone,Electronics,East,6,3984
2023-01-19,Sunglasses,Accessories,East,3,2337
2023-12-04,Laptop,Electronics,South,10,7680
2023-01-18,Headphones,Electronics,North,1,925
2024-03-30,Smartphone,Electronics,West,6,180
2023-05-24,Laptop,Electronics,South,2,2280
2024-12-19,Laptop,Electronics,East,8,768
2023-01-11,Smartphone,Electronics,West,1,289
2024-09-04,Coffee Maker,Home,East,3,1911
2023-07-09,Blender,Home,South,4,3644
2023-10-25,Sunglasses,Accessories,South,1,386
2024-05-23,Jacket,Fashion,South,8,2208
2024-10-12,Jacket,Fashion,West,8,4632
2023-10-05,Desk Lamp,Home,South,10,2720
2024-12-04,Desk Lamp,Home,West,2,1744
2023-10-15,Smartphone,Electronics,West,6,2946
2023-12-24,T-shirt,Fashion,East,6,2196
2024-10-28,Backpack,Accessories,East,2,1330
2023-04-14,Smartphone,Electronics,North,8,4184
2024-05-30,Shoes,Fashion,North,2,592
2023-01-01,Blender,Home,East,10,9140
2023-05-25,Headphones,Electronics,South,6,1026
2023-01-10,T-shirt,Fashion,East,7,4676
2023-08-14,Laptop,Electronics,South,1,627
2023-05-12,Smartphone,Electronics,North,4,1816
2024-11-30,Blender,Home,East,9,2115
2024-09-04,Headphones,Electronics,North,6,5388
2023-05-17,Backpack,Accessories,East,5,1165
2024-06-20,Backpack,Accessories,West,6,5742
2024-02-05,Blender,Home,North,4,3444
2024-06-02,Laptop,Electronics,West,9,3816
2023-06-07,Watch,Accessories,West,4,4484
2024-05-22,Desk Lamp,Home,North,10,1590
2023-01-13,Backpack,Accessories,South,10,2250
2024-06-26,Blender,Home,East,7,4669
2023-06-23,Watch,Accessories,North,1,519
2023-05-01,Desk Lamp,Home,North,7,6062
2024-07-10,Watch,Accessories,South,6,942
2024-07-27,Smartphone,Electronics,West,9,4842
2024-06-26,Smartphone,Electronics,North,9,4491
2023-12-20,Backpack,Accessories,North,3,2577
2023-01-06,Laptop,Electronics,West,8,6064
2024-02-05,Laptop,Electronics,West,7,5866
2024-09-24,Watch,Accessories,South,8,7272
2023-02-17,Shoes,Fashion,North,3,3441
2024-06-02,T-shirt,Fashion,East,5,2395
2024-06-25,Watch,Accessories,West,9,3915
2024-11-18,Watch,Accessories,South,4,472
2024-08-17,Desk Lamp,Home,West,2,2278
2023-01-30,Laptop,Electronics,West,6,6750
2024-06-06,T-shirt,Fashion,North,9,5742
2024-12-11,T-shirt,Fashion,East,7,3640
2023-08-09,Blender,Home,West,10,7900
2023-03-24,Shoes,Fashion,South,4,1592
2023-09-13,Sunglasses,Accessories,South,6,2340
2024-06-20,Watch,Accessories,North,2,66
2024-08-03,Blender,Home,North,1,478
2023-11-30,Jacket,Fashion,West,6,5388
2024-01-28,Jacket,Fashion,West,8,4240
2024-10-25,Laptop,Electronics,North,5,755
2023-03-16,Coffee Maker,Home,East,4,372
2023-05-07,Blender,Home,South,8,8736
2024-07-30,Backpack,Accessories,South,7,581
2024-09-30,T-shirt,Fashion,East,9,6300
2023-04-07,Sunglasses,Accessories,South,9,8613
2024-07-26,Smartphone,Electronics,South,8,3328
2023-02-19,Backpack,Accessories,South,9,8442
2024-03-04,Headphones,Electronics,West,8,9312
2023-04-25,Laptop,Electronics,North,9,5364
2023-12-09,Watch,Accessories,South,3,1680
2024-09-02,Laptop,Electronics,East,10,9490
2023-10-16,Desk Lamp,Home,North,6,2904
2024-05-25,Headphones,Electronics,North,3,555
2023-04-12,Shoes,Fashion,West,6,4434
2023-01-27,Blender,Home,West,10,11630
2024-10-29,Laptop,Electronics,North,5,5415
2024-05-04,Laptop,Electronics,North,5,5155
2023-10-13,Jacket,Fashion,West,6,7170
2024-09-19,Shoes,Fashion,North,5,5910
2024-04-26,Desk Lamp,Home,West,7,1050
2023-03-29,Blender,Home,West,1,911
2024-05-07,Headphones,Electronics,East,10,11080
2024-08-06,Laptop,Electronics,North,3,2970
2024-08-14,T-shirt,Fashion,North,5,4650
2023-11-04,Desk Lamp,Home,West,5,880
2023-05-04,Smartphone,Electronics,West,10,4620
2024-04-13,Coffee Maker,Home,South,4,2864
2024-03-12,Desk Lamp,Home,South,3,3027
2024-02-04,Desk Lamp,Home,East,9,4086
2023-02-08,Sunglasses,Accessories,South,2,1910
2023-07-03,Watch,Accessories,South,7,2744
2023-12-27,Desk Lamp,Home,East,4,3924
2024-06-30,Jacket,Fashion,West,4,2452
2023-03-15,Laptop,Electronics,West,5,1965
2024-01-12,Desk Lamp,Home,North,3,2904
2023-02-23,Jacket,Fashion,North,1,210
2024-12-07,T-shirt,Fashion,North,6,6378
2023-07-25,Shoes,Fashion,East,7,5369
2024-12-12,Smartphone,Electronics,East,7,231
2023-08-15,Watch,Accessories,North,9,6903
2024-09-07,Laptop,Electronics,East,7,7532
2024-07-07,Headphones,Electronics,North,5,1275
2023-09-10,Watch,Accessories,South,6,2790
2024-09-04,Jacket,Fashion,East,5,5130
2024-04-04,Sunglasses,Accessories,West,1,521
2023-08-07,Headphones,Electronics,East,9,9765
2023-10-30,T-shirt,Fashion,South,7,336
2024-05-01,Laptop,Electronics,East,7,7511
2023-03-29,Shoes,Fashion,South,6,1218
2024-12-30,Coffee Maker,Home,East,2,958
2023-11-14,Shoes,Fashion,South,9,5742
2024-02-24,Coffee Maker,Home,West,8,7992
2023-12-15,Coffee Maker,Home,South,10,10760
2023-08-12,Backpack,Accessories,West,7,2254
2023-03-23,T-shirt,Fashion,South,7,3829
2024-01-28,Watch,Accessories,West,7,798
2023-08-04,Jacket,Fashion,South,9,3375
2023-09-18,Headphones,Electronics,East,5,5925
2023-06-14,Desk Lamp,Home,West,4,3344
2024-05-02,Smartphone,Electronics,West,3,2124
2024-02-19,Smartphone,Electronics,South,2,1160
2023-08-04,Shoes,Fashion,North,4,4268
2023-04-09,T-shirt,Fashion,East,3,669
2023-01-20,Desk Lamp,Home,South,10,8600
2024-02-10,Backpack,Accessories,South,2,2212
2024-08-20,Desk Lamp,Home,South,4,4296
2024-05-05,Smartphone,Electronics,West,6,2832
2024-05-30,T-shirt,Fashion,South,1,380
2023-12-27,Watch,Accessories,North,2,2074
2024-10-21,Coffee Maker,Home,South,7,6937
2024-09-01,Backpack,Accessories,South,6,2988
2023-10-08,Coffee Maker,Home,South,5,4125
2023-12-15,Smartphone,Electronics,South,8,6992
2024-11-21,Laptop,Electronics,West,10,8710
2023-01-21,Sunglasses,Accessories,West,7,4102
2023-08-23,Blender,Home,North,2,110
2023-09-23,Smartphone,Electronics,West,2,1234
2024-07-21,Jacket,Fashion,East,9,5616
2024-10-07,Smartphone,Electronics,North,1,712
2023-10-14,T-shirt,Fashion,East,4,1956
2023-02-10,Shoes,Fashion,North,2,940
2024-12-22,Desk Lamp,Home,South,3,2271
2023-05-08,Laptop,Electronics,West,9,2862
2024-07-14,Backpack,Accessories,North,10,2900
2024-01-01,Coffee Maker,Home,North,7,1456
2023-10-18,Coffee Maker,Home,East,9,3474
2024-10-19,Backpack,Accessories,East,2,946
2023-06-11,Laptop,Electronics,East,1,656
2024-06-22,Blender,Home,South,8,6952
2023-01-06,Sunglasses,Accessories,South,10,570
2023-03-13,Headphones,Electronics,North,8,6896
2023-05-16,T-shirt,Fashion,East,8,6520
2023-09-06,Desk Lamp,Home,South,10,4520
2024-12-06,Desk Lamp,Home,South,10,11450
2023-03-03,Shoes,Fashion,North,1,321
2023-01-10,Headphones,Electronics,North,6,5034
2023-12-28,Backpack,Accessories,South,1,491
2024-04-30,T-shirt,Fashion,East,4,2164
2023-06-21,Coffee Maker,Home,South,9,5967
2023-12-25,Jacket,Fashion,East,9,9819
2024-06-07,Headphones,Electronics,South,1,447
2024-12-15,Smartphone,Electronics,North,2,548
2024-04-10,Sunglasses,Accessories,West,9,5256
2023-06-14,Backpack,Accessories,West,10,2470
2024-12-25,Shoes,Fashion,East,2,1014
2023-08-22,Smartphone,Electronics,West,2,1530
2023-11-23,Sunglasses,Accessories,South,5,5220
2024-06-12,Backpack,Accessories,West,6,5256
2024-04-04,Headphones,Electronics,North,2,1768
2023-09-22,Headphones,Electronics,North,8,8840
2024-03-27,Coffee Maker,Home,North,1,884
2023-10-20,Backpack,Accessories,East,3,2094
2024-08-26,Smartphone,Electronics,North,2,2158
2024-02-18,Sunglasses,Accessories,South,10,10510
2023-09-18,Sunglasses,Accessories,East,3,3312
2023-05-07,T-shirt,Fashion,North,3,2379
2023-12-23,Sunglasses,Accessories,East,6,6180
2023-10-23,Jacket,Fashion,North,4,4536
2024-05-27,Desk Lamp,Home,South,7,6587
2023-12-10,Sunglasses,Accessories,North,7,777
2023-09-22,Watch,Accessories,South,4,112
2024-11-24,Backpack,Accessories,North,4,3896
2023-10-17,Smartphone,Electronics,West,8,3592
2024-01-29,Watch,Accessories,West,4,192
2024-08-29,Shoes,Fashion,West,10,4750
2023-11-01,Coffee Maker,Home,East,2,702
2023-05-18,Watch,Accessories,West,4,2204
2024-06-30,Watch,Accessories,West,10,10170
2024-08-19,Laptop,Electronics,West,7,1869
2024-12-21,Headphones,Electronics,East,5,1970
2024-06-17,Shoes,Fashion,East,10,11900
2023-06-25,Backpack,Accessories,West,4,1276
2023-07-18,Headphones,Electronics,West,3,1614
2023-03-08,Sunglasses,Accessories,North,9,1449
2023-12-15,Desk Lamp,Home,North,5,5150
2023-07-29,Laptop,Electronics,North,10,3290
2023-12-14,Desk Lamp,Home,East,2,1168
2023-10-24,Sunglasses,Accessories,West,2,2192
2023-02-05,Jacket,Fashion,East,1,817
2024-11-09,Desk Lamp,Home,South,4,104
2023-06-16,Backpack,Accessories,West,4,2532
2024-04-26,Backpack,Accessories,South,7,1022
2023-01-30,Laptop,Electronics,West,6,228
2023-05-08,Desk Lamp,Home,East,8,1920
2024-08-04,Jacket,Fashion,North,10,990
2023-02-03,Backpack,Accessories,South,10,7000
2024-11-01,Smartphone,Electronics,West,5,5380
2024-08-07,Shoes,Fashion,East,3,162
2023-08-07,Smartphone,Electronics,East,5,3870
2024-06-23,Shoes,Fashion,North,9,5994
2024-09-13,Smartphone,Electronics,East,4,1920
2024-06-17,Blender,Home,West,7,7980
2024-09-04,Shoes,Fashion,North,3,2568
2023-11-30,Blender,Home,South,4,924
2024-02-11,Desk Lamp,Home,East,2,332
2024-11-10,T-shirt,Fashion,South,8,5392
2024-04-18,Backpack,Accessories,West,4,4012
2023-06-16,Backpack,Accessories,South,9,9054
2023-06-24,Coffee Maker,Home,North,8,2480
2024-06-24,Smartphone,Electronics,North,4,2084
2024-11-26,T-shirt,Fashion,South,6,1956
2024-10-26,Headphones,Electronics,East,9,8190
2023-02-16,Backpack,Accessories,East,5,2935
2023-11-15,Headphones,Electronics,South,5,1280
2024-03-02,Headphones,Electronics,West,4,3844
2024-01-01,Smartphone,Electronics,West,8,2040
2023-11-28,Jacket,Fashion,West,1,387
2024-05-17,Sunglasses,Accessories,North,5,435
2023-11-12,Jacket,Fashion,North,7,5222
2023-09-19,Blender,Home,South,9,6678
2023-08-24,Smartphone,Electronics,West,10,8050
2023-11-04,T-shirt,Fashion,North,3,2502
2023-02-21,Shoes,Fashion,East,5,4065
2024-07-11,Smartphone,Electronics,East,8,4032
2024-10-04,Coffee Maker,Home,East,5,3070
2024-08-31,Smartphone,Electronics,West,1,167
2024-02-01,Blender,Home,West,4,3588
2024-02-09,Blender,Home,West,9,6876
2024-11-22,Jacket,Fashion,West,6,4914
2023-11-15,Laptop,Electronics,North,6,3264
2024-02-15,Sunglasses,Accessories,East,3,2442
2023-08-21,Blender,Home,South,5,1050
2024-04-19,Watch,Accessories,North,9,3213
2023-11-25,Jacket,Fashion,North,6,174
2024-10-27,Sunglasses,Accessories,West,6,5796
2023-01-30,Headphones,Electronics,West,5,5290
2023-06-07,T-shirt,Fashion,West,1,719
2023-09-09,Laptop,Electronics,South,6,6630
2023-12-16,Jacket,Fashion,South,8,2032
2024-08-17,Backpack,Accessories,North,10,8800
2024-07-08,Shoes,Fashion,East,1,954
2023-03-23,Shoes,Fashion,West,10,9710
2023-12-02,Jacket,Fashion,West,3,1899
2024-08-15,Coffee Maker,Home,North,9,2835
2023-02-16,T-shirt,Fashion,East,9,9225
2024-07-22,Coffee Maker,Home,North,6,6390
2023-07-23,Desk Lamp,Home,East,10,11560
2024-12-09,Watch,Accessories,South,3,2070
2024-04-08,Watch,Accessories,North,1,374
2023-08-03,Jacket,Fashion,East,9,783
2023-11-05,Desk Lamp,Home,West,7,2079
2024-07-01,Sunglasses,Accessories,West,8,2808
2023-03-11,Headphones,Electronics,North,6,3672
2024-06-12,Sunglasses,Accessories,East,10,6760
2024-12-18,Watch,Accessories,South,6,3294
2024-12-23,Shoes,Fashion,South,2,1326
2023-07-30,Laptop,Electronics,East,1,864
2023-04-12,Watch,Accessories,East,1,1074
2023-06-14,Backpack,Accessories,South,6,1128
2024-01-22,Backpack,Accessories,North,5,3910
2023-01-04,Desk Lamp,Home,West,8,7584
2023-11-02,Coffee Maker,Home,East,9,8577
2023-12-30,Sunglasses,Accessories,North,3,2475
2023-02-22,Desk Lamp,Home,West,2,2266
2024-09-22,T-shirt,Fashion,East,7,3003
2024-02-29,Headphones,Electronics,East,2,1086
2024-04-08,Coffee Maker,Home,East,3,2583
2023-09-02,Smartphone,Electronics,North,1,120
2024-08-04,Smartphone,Electronics,East,1,780
2023-06-11,Watch,Accessories,East,1,846
2024-05-21,Backpack,Accessories,East,2,1362
2024-01-05,T-shirt,Fashion,West,1,321
2024-04-13,T-shirt,Fashion,East,10,4820
2024-04-09,Desk Lamp,Home,West,7,2135
2023-09-04,Desk Lamp,Home,West,8,4616
2024-06-25,Desk Lamp,Home,South,4,1636
2023-10-24,Jacket,Fashion,East,4,4200
2023-05-27,Watch,Accessories,South,2,1504
2023-08-19,Laptop,Electronics,South,2,2274
2023-07-05,Smartphone,Electronics,West,3,3531
2024-01-30,Watch,Accessories,East,10,3080
2024-07-18,Sunglasses,Accessories,West,3,87
2024-08-22,Smartphone,Electronics,West,5,2580
2023-01-11,T-shirt,Fashion,South,3,3555
2023-12-07,Blender,Home,East,1,731
2024-12-02,Sunglasses,Accessories,East,2,1936
2023-09-16,Sunglasses,Accessories,West,10,7140
2024-08-24,Coffee Maker,Home,East,8,7344
2024-08-03,Jacket,Fashion,North,10,1930
2024-03-24,Smartphone,Electronics,East,10,10390
2023-07-12,T-shirt,Fashion,East,10,10580
2024-03-14,Shoes,Fashion,South,1,365
2023-05-21,Sunglasses,Accessories,North,5,4000
2023-03-05,Jacket,Fashion,South,6,738
2024-04-06,Desk Lamp,Home,East,6,6918
2023-07-08,Blender,Home,South,6,4434
2023-03-12,Desk Lamp,Home,North,8,9400
2024-06-01,Desk Lamp,Home,North,2,2042
2024-06-20,Shoes,Fashion,West,10,8680
2023-05-06,Blender,Home,South,7,5978
2024-06-10,Coffee Maker,Home,West,10,790
2024-08-12,Shoes,Fashion,West,5,5330
2023-08-20,Desk Lamp,Home,North,3,1593
2023-05-19,Watch,Accessories,South,8,4144
2023-03-21,Blender,Home,West,5,2835
2024-08-28,T-shirt,Fashion,East,8,3768
2024-10-24,Headphones,Electronics,South,4,4604
2023-05-16,Headphones,Electronics,South,7,2723
2023-07-01,Laptop,Electronics,South,9,8100
2024-02-24,Sunglasses,Accessories,North,2,2068
2024-02-17,Jacket,Fashion,North,7,868
2024-06-02,T-shirt,Fashion,West,4,4744
2024-08-20,Shoes,Fashion,West,9,5949
2023-04-18,T-shirt,Fashion,South,3,3309
2023-05-15,Smartphone,Electronics,North,7,490
2023-06-23,Watch,Accessories,North,2,1698
2023-04-13,Backpack,Accessories,East,9,4842
2024-08-16,Backpack,Accessories,East,5,685
2024-12-31,Jacket,Fashion,North,1,224
2023-12-30,Coffee Maker,Home,East,2,2020
2023-04-07,Shoes,Fashion,North,3,3267
2024-03-27,Jacket,Fashion,West,1,1164
2023-11-25,Headphones,Electronics,North,1,176
2023-09-05,Sunglasses,Accessories,West,6,3618
2024-06-04,Headphones,Electronics,East,2,1838
2024-01-13,Laptop,Electronics,East,4,3656
2024-10-12,Watch,Accessories,East,8,7288
2024-01-10,Headphones,Electronics,South,3,1539
2023-09-16,Backpack,Accessories,North,6,1098
2024-05-05,Coffee Maker,Home,South,3,1248
2024-06-27,Blender,Home,West,4,1056
2024-05-27,Backpack,Accessories,North,6,4890
2024-03-01,Smartphone,Electronics,North,6,3468
2023-04-20,Shoes,Fashion,North,8,3960
2023-06-25,Laptop,Electronics,East,3,600
2024-06-22,Shoes,Fashion,North,3,2544
2023-02-09,Blender,Home,West,8,8496
2024-04-03,Blender,Home,West,7,7812
2023-03-02,Shoes,Fashion,West,9,3960
2024-10-04,Laptop,Electronics,West,4,4524
2023-09-23,Laptop,Electronics,West,4,2144
2024-07-30,Laptop,Electronics,North,4,2356
2024-06-23,Blender,Home,West,10,3720
2024-11-14,Jacket,Fashion,West,7,931
2023-08-03,Backpack,Accessories,East,8,336
2023-04-07,Blender,Home,South,7,7007
2023-10-13,Headphones,Electronics,East,2,1538
2024-03-09,Blender,Home,West,9,6336
2024-04-19,Sunglasses,Accessories,East,5,360
2023-02-12,Jacket,Fashion,East,1,42
2023-10-07,Desk Lamp,Home,North,8,640
2024-01-05,Sunglasses,Accessories,South,8,3976
2023-11-28,Desk Lamp,Home,East,3,2532
2023-12-14,Watch,Accessories,South,4,3632
2023-02-17,Sunglasses,Accessories,West,8,5328
2024-11-12,Sunglasses,Accessories,South,4,4520
2023-02-07,Jacket,Fashion,North,3,81
2023-04-10,Desk Lamp,Home,West,5,5755
2024-03-12,T-shirt,Fashion,West,7,5005
2024-03-06,Shoes,Fashion,West,4,3368
2024-10-05,Desk Lamp,Home,East,8,8440
2023-11-29,Laptop,Electronics,East,4,1116
2023-06-19,Sunglasses,Accessories,West,9,3735
2024-06-04,Smartphone,Electronics,East,10,4010
2023-04-04,Blender,Home,West,1,506
2024-09-04,Jacket,Fashion,East,3,1260
2023-11-01,Backpack,Accessories,East,4,1456
2024-03-27,Desk Lamp,Home,North,1,482
2023-10-21,Laptop,Electronics,West,3,2931
2024-08-04,Backpack,Accessories,West,1,1115
2024-05-08,Sunglasses,Accessories,North,9,2790
2023-12-12,T-shirt,Fashion,East,1,1136
2024-02-03,Headphones,Electronics,East,7,665
2024-11-30,Backpack,Accessories,West,2,260
2024-08-28,Backpack,Accessories,West,1,905
2023-12-19,Sunglasses,Accessories,South,8,8072
2024-09-09,Blender,Home,West,6,6396
2023-05-24,Jacket,Fashion,South,7,1078
2024-09-08,Headphones,Electronics,West,7,2716
2023-11-10,Watch,Accessories,North,10,1880
2023-03-24,Backpack,Accessories,West,6,450
2023-10-23,Sunglasses,Accessories,West,1,693
2023-11-15,Blender,Home,North,4,2712
2023-04-05,Coffee Maker,Home,East,5,1665
2023-09-30,T-shirt,Fashion,South,1,704
2023-10-16,Watch,Accessories,East,3,1845
2023-05-24,Sunglasses,Accessories,North,2,1874
2023-12-14,Sunglasses,Accessories,North,8,3728
2023-03-23,Sunglasses,Accessories,South,10,6740
2023-07-10,Laptop,Electronics,South,5,1070
2024-10-30,Smartphone,Electronics,East,8,1824
2024-10-08,T-shirt,Fashion,North,9,9486
2023-05-07,Laptop,Electronics,North,5,2545
2023-05-23,Backpack,Accessories,South,7,6580
2024-11-29,Laptop,Electronics,North,5,3910
2024-09-03,Smartphone,Electronics,South,10,8890
2023-03-15,Blender,Home,East,2,1212
2023-02-18,Sunglasses,Accessories,North,5,1200
2023-11-06,Sunglasses,Accessories,West,10,9450
2024-05-23,Sunglasses,Accessories,West,5,2705
2024-07-22,Coffee Maker,Home,South,1,1025
2023-11-17,Smartphone,Electronics,East,1,1071
2023-08-27,Sunglasses,Accessories,West,2,1846
2023-02-13,T-shirt,Fashion,West,7,2464
2023-03-14,T-shirt,Fashion,West,6,1260
2023-10-05,Jacket,Fashion,West,2,892
2024-01-03,Jacket,Fashion,West,8,192
2023-10-17,Backpack,Accessories,South,8,2368
2024-10-20,Jacket,Fashion,South,4,4644
2023-07-15,Jacket,Fashion,East,2,680
2024-11-21,Backpack,Accessories,West,1,21
2024-06-30,Coffee Maker,Home,East,2,1218
2023-05-29,Smartphone,Electronics,West,7,5761
2023-06-30,Coffee Maker,Home,East,5,5185
2023-03-28,Jacket,Fashion,East,5,2935
2023-10-31,Shoes,Fashion,East,3,234
2023-07-09,T-shirt,Fashion,North,9,5823
2023-11-09,Shoes,Fashion,East,5,2365
2023-06-11,Blender,Home,North,5,3050
2023-12-30,Headphones,Electronics,East,10,3870
2024-04-21,Watch,Accessories,South,9,9531
2024-12-16,Blender,Home,West,4,132
2024-04-23,T-shirt,Fashion,West,1,377
2023-12-13,Sunglasses,Accessories,South,10,3070
2023-11-12,Shoes,Fashion,West,3,975
2023-05-19,Backpack,Accessories,North,5,2015
2023-09-17,Smartphone,Electronics,North,4,80
2024-02-24,Backpack,Accessories,East,7,5719
2024-07-23,Smartphone,Electronics,East,8,3440
2023-04-21,Watch,Accessories,East,3,2868
2024-08-28,Backpack,Accessories,South,1,768
2023-08-29,Blender,Home,South,6,7044
2023-04-30,T-shirt,Fashion,North,1,763
2024-12-29,Desk Lamp,Home,West,1,680
2024-12-18,T-shirt,Fashion,East,8,3864
2024-03-25,Sunglasses,Accessories,South,10,1190
2023-05-19,Desk Lamp,Home,South,10,10540
2023-02-03,Sunglasses,Accessories,East,9,1035
2024-01-13,Backpack,Accessories,South,10,1750
2024-02-25,Sunglasses,Accessories,East,10,8040
2023-01-08,Watch,Accessories,West,9,4743
2023-11-17,Jacket,Fashion,South,9,9117
2023-03-26,Smartphone,Electronics,West,9,1413
2024-12-30,T-shirt,Fashion,West,1,1056
2023-03-22,Desk Lamp,Home,East,3,597
2023-10-19,Jacket,Fashion,East,5,2135
2023-04-16,Coffee Maker,Home,North,6,3534
2023-02-15,Shoes,Fashion,South,10,7640
2023-09-19,T-shirt,Fashion,East,10,9810
2024-11-01,Headphones,Electronics,South,4,1380
2023-07-26,Jacket,Fashion,South,1,1086
2024-07-01,Shoes,Fashion,East,9,4527
2023-07-23,Watch,Accessories,West,7,5838
2024-08-21,Backpack,Accessories,South,1,765
2023-04-03,T-shirt,Fashion,East,8,4104
2023-01-03,Blender,Home,East,6,4908
2024-02-01,Desk Lamp,Home,South,3,195
2023-12-20,Shoes,Fashion,South,10,2070
2024-08-18,Blender,Home,East,10,900
2024-08-03,Laptop,Electronics,South,6,6414
2024-06-05,Sunglasses,Accessories,South,10,5160
2023-10-07,Blender,Home,South,9,1998
2023-07-14,Coffee Maker,Home,East,2,2018
2023-12-18,Blender,Home,West,2,1918
2024-08-28,Sunglasses,Accessories,East,5,4870
2024-04-13,Blender,Home,West,5,2555
2023-10-29,Coffee Maker,Home,West,9,8838
2023-08-02,Jacket,Fashion,South,1,349
2024-11-19,Jacket,Fashion,West,7,2709
2023-04-04,Headphones,Electronics,North,9,6210
2024-08-30,T-shirt,Fashion,East,4,4148
2024-06-12,Laptop,Electronics,East,8,3888
2023-05-16,Smartphone,Electronics,West,2,2070
2024-10-12,Laptop,Electronics,South,5,2155
2023-06-01,T-shirt,Fashion,West,10,7760
2023-08-05,Desk Lamp,Home,West,6,4722
2023-01-29,T-shirt,Fashion,East,3,3285
2023-02-21,Laptop,Electronics,East,6,5922
2023-12-31,Laptop,Electronics,West,8,7960
2024-03-20,Backpack,Accessories,West,8,9024
2023-01-03,Laptop,Electronics,West,9,3285
